,Map,Team1,Team1Pts,Team2,Team2Pts,Team1Win,Team1LastWin,Team2LastWin,Team1RanksHigher,Team2RanksHigher,Team1WonLast
415,dust2,Enervate,16,Project Skyline,4,1,1,0,0,0,1
416,overpass,FlipSid3,8,mousesports,16,0,1,0,0,1,0
417,cobblestone,Vexed,13,Cloud9,16,0,1,0,0,1,0
418,inferno,FolloweSports.com,16,Coastless,3,1,1,0,0,0,0
419,mirage,Coastless,13,FolloweSports.com,16,0,0,1,0,0,0
420,mirage,Arcade,16,stfuNerd,11,1,1,0,0,0,0
421,cobblestone,Natus Vincere,16,CLG,12,1,0,1,1,0,1
422,cache,DenDD,16,Orgless,4,1,1,1,0,0,0
423,cobblestone,Orgless,16,DenDD,7,1,0,1,0,0,0
424,mirage,Orgless,10,DenDD,16,0,1,0,0,0,1
425,cache,ESC,16,Arcade,10,1,1,1,0,0,0
426,mirage,Arcade,4,ESC,16,0,0,1,0,0,0
427,overpass,Arcade,16,ESC,14,1,0,1,0,0,0
428,cobblestone,EnVyUs,16,dignitas,6,1,1,0,1,0,0
429,cobblestone,Titan,16,NiP,13,1,0,1,0,1,0
430,train,stfuNerd,5,Space Soldiers,16,0,0,0,0,0,0
431,cache,Space Soldiers,16,stfuNerd,3,1,1,0,0,0,1
432,cobblestone,Virtus.pro,19,Liquid,15,1,1,0,1,0,0
433,inferno,mousesports,8,G2,16,0,1,0,0,1,0
434,cache,FlipSid3,6,TSM,16,0,0,1,0,1,0
435,dust2,Luminosity,16,Cloud9,11,1,1,1,1,0,0
436,cobblestone,Vexed,10,fnatic,16,0,0,0,0,1,0
437,train,Coastless,9,Conquest,16,0,0,1,1,0,0
438,overpass,Coastless,7,Conquest,16,0,0,1,1,0,0
439,overpass,compLexity,16,SKDC,4,1,0,0,0,0,0
440,cobblestone,SKDC,9,compLexity,16,0,0,1,0,0,0
441,train,compLexity,8,SKDC,16,0,1,0,0,0,1
442,cache,Epsilon,16,Vega Squadron,13,1,1,0,0,0,0
443,cache,ggrabb,19,uber noobz,17,1,0,0,0,0,0
444,mirage,WildSource,12,Vega Squadron,16,0,0,0,0,0,0
445,overpass,HellRaisers,12,CSGL,16,0,0,1,1,0,0
446,cache,HellRaisers,16,CSGL,9,1,0,1,1,0,0
447,mirage,Enso,16,DSS,14,1,1,0,0,0,0
448,dust2,Enso,16,DSS,11,1,1,0,0,0,1
449,train,WildSource,7,Epsilon,16,0,0,1,0,0,0
450,cache,Epsilon,16,WildSource,11,1,1,0,0,0,1
451,mirage,Epsilon,13,WildSource,16,0,1,0,0,0,1
452,mirage,PiTER,14,Vega Squadron,16,0,0,1,0,0,0
453,overpass,FolloweSports.com,5,Conquest,16,0,1,1,1,0,0
454,train,Conquest,16,FolloweSports.com,13,1,1,0,0,1,1
455,dust2,Vega Squadron,4,WildSource,16,0,1,1,0,0,1
456,mirage,Vega Squadron,10,WildSource,16,0,0,1,0,0,0
457,overpass,Epsilon,16,PiTER,14,1,0,0,0,0,0
458,cache,PiTER,9,Epsilon,16,0,0,1,0,0,0
459,mirage,PiTER,16,Epsilon,11,1,0,1,0,0,0
460,overpass,EnVyUs,16,mousesports,14,1,1,0,1,0,0
461,inferno,fnatic,16,PENTA,14,1,1,0,0,1,0
462,cache,Arcade,16,ACG,10,1,1,0,0,0,0
463,cache,BX3,14,Aftermatch,16,0,0,0,0,0,0
464,inferno,TSM,16,LDLC White,14,1,1,0,0,1,0
465,overpass,LDLC White,5,TSM,16,0,0,1,1,0,0
466,mirage,mousesports,19,Natus Vincere,17,1,0,1,0,1,1
467,mirage,Enso,2,ACG,16,0,1,0,0,0,0
468,dust2,Enso,14,ACG,16,0,0,1,0,0,0
469,train,HellRaisers,8,Natus Vincere,16,0,1,0,1,0,0
470,overpass,GreyFace,10,Titan,16,0,1,1,1,0,0
471,train,Titan,10,GreyFace,16,0,1,0,0,1,1
472,dust2,Titan,16,GreyFace,13,1,0,1,0,1,0
473,dust2,PENTA,16,HellRaisers,8,1,0,0,0,0,0
474,mirage,AlienTech,16,Keyd Stars,12,1,0,0,0,0,0
475,train,AlienTech,26,Keyd Stars,28,0,1,0,0,0,1
476,inferno,AlienTech,19,Keyd Stars,16,1,0,1,0,0,0
477,cache,Titan,5,HellRaisers,16,0,1,0,0,1,1
478,cache,Epiphany Bolt,3,Enervate,16,0,1,1,0,0,0
479,mirage,Enervate,22,Epiphany Bolt,20,1,1,0,0,0,1
480,inferno,TES,16,Easy Fix,11,1,0,0,0,0,0
481,cache,TES,14,Easy Fix,16,0,1,0,0,0,1
482,dust2,Easy Fix,14,TES,16,0,1,0,0,0,1
483,cobblestone,Arcade,16,ACG,11,1,1,1,0,0,1
484,cache,ACG,16,Arcade,10,1,0,1,0,0,0
485,mirage,ACG,17,Arcade,19,0,1,0,0,0,1
486,mirage,Enso,7,PiTER,16,0,0,1,0,0,0
487,overpass,Enso,10,PiTER,16,0,0,1,0,0,0
488,cobblestone,ExAequo,16,NextGaming,10,1,0,0,0,0,0
489,dust2,ExAequo,16,NextGaming,11,1,1,0,0,0,1
490,mirage,ACG,4,Enervate,16,0,0,1,0,0,0
491,cache,Enervate,16,ACG,4,1,1,0,0,0,1
492,mirage,Keyd Stars,16,BulletsRage.Pro,14,1,0,0,0,0,0
493,overpass,BulletsRage.Pro,14,Keyd Stars,16,0,0,1,0,0,0
494,inferno,BulletsRage.Pro,22,Keyd Stars,19,1,0,1,0,0,0
495,overpass,Infused,14,UESmash,16,0,0,0,0,0,0
496,mirage,Infused,12,UESmash,16,0,0,1,0,0,0
497,cache,Infused,7,UESmash,16,0,0,1,0,0,0
498,cobblestone,Infused,16,UESmash,7,1,0,1,0,0,0
499,cobblestone,Gosu,9,SoF,16,0,0,0,0,0,0
500,train,CLG,11,Liquid,16,0,0,0,1,0,1
501,inferno,Gosu,16,Leader-1 Red,13,1,0,0,0,0,0
502,dust2,Coastless,10,Liquid,16,0,0,1,1,0,0
503,mirage,Cloud9,11,CLG,16,0,0,0,1,0,0
504,dust2,Gosu,8,SoF,16,0,1,1,0,0,0
505,cache,Gosu,8,SoF,16,0,0,1,0,0,0
506,inferno,Leader-1 Red,16,Quintic,8,1,0,0,0,0,0
507,overpass,Enemy,16,Cloud9,10,1,0,0,1,0,1
508,cache,Coastless,17,Luminosity,19,0,0,1,1,0,0
509,dust2,Enemy,11,Luminosity,16,0,1,1,1,0,0
510,mirage,GUS-Gaming,13,Enso,16,0,0,0,0,0,0
511,inferno,TSM,16,EnVyUs,9,1,1,1,0,1,0
512,overpass,TSM,16,Virtus.pro,3,1,1,1,0,1,0
513,mirage,AlienTech,25,Keyd Stars,22,1,1,0,0,0,1
514,inferno,Keyd Stars,15,AlienTech,19,0,0,1,0,0,0
515,train,AlienTech,12,Keyd Stars,16,0,1,0,0,0,1
516,cobblestone,Virtus.pro,16,SK,13,1,0,0,0,1,0
517,dust2,European Misfits,16,Reaction,14,1,0,0,0,0,0
518,cache,European Misfits,16,Reaction,5,1,1,0,0,0,1
519,mirage,SK,13,Natus Vincere,16,0,0,1,1,0,0
520,train,ACG,16,Enso,14,1,0,1,0,0,1
521,mirage,Enso,14,ACG,16,0,0,1,0,0,0
522,dust2,Enso,16,ACG,8,1,0,1,0,0,0
523,inferno,BulletsRage.Pro,16,k1ck,11,1,1,0,0,0,0
524,dust2,NiP,17,Titan,19,0,0,0,1,0,0
525,mirage,SK,16,HellRaisers,6,1,0,1,0,0,0
526,dust2,XENEX,3,UESmash,16,0,0,0,0,0,0
527,cache,XENEX,11,UESmash,16,0,0,1,0,0,0
528,cache,Arcade,16,GUS-Gaming,12,1,1,0,0,0,0
529,mirage,GUS-Gaming,7,Arcade,16,0,0,1,0,0,0
530,mirage,AlienTech,16,BulletsRage.Pro,7,1,0,1,0,0,0
531,inferno,AlienTech,16,BulletsRage.Pro,3,1,1,0,0,0,1
532,mirage,Infused,16,Choke,9,1,1,0,0,0,0
533,inferno,Infused,16,Choke,1,1,1,0,0,0,1
534,dust2,Choke,16,Infused,10,1,0,1,0,0,0
535,mirage,Keyd Stars,16,k1ck,5,1,1,0,0,0,0
536,cobblestone,k1ck,7,Keyd Stars,16,0,0,1,0,0,0
537,mirage,Gosu,16,Quintic,6,1,0,0,0,0,0
538,cache,Quintic,6,Gosu,16,0,0,1,0,0,0
539,mirage,Leader-1 Red,3,SoF,16,0,1,1,0,0,0
540,overpass,SoF,7,Leader-1 Red,16,0,1,0,0,0,1
541,cache,Leader-1 Red,3,SoF,16,0,1,0,0,0,1
542,cache,KoN Finland,16,KoN Denmark,2,1,1,0,0,0,0
543,train,FlipSid3,16,CSGL,11,1,0,0,1,0,0
544,mirage,FlipSid3,14,CSGL,16,0,1,0,1,0,1
545,cache,FlipSid3,16,CSGL,6,1,0,1,1,0,0
546,cache,KoN Norway,9,KoN Denmark,16,0,0,0,0,0,0
547,cache,LDLC White,16,DenDD,9,1,0,1,0,0,0
548,cobblestone,LDLC White,12,DenDD,16,0,1,0,0,0,1
549,mirage,ttc,5,Vega Squadron,16,0,1,0,0,0,0
550,dust2,ttc,7,Vega Squadron,16,0,0,1,0,0,0
551,cache,KoN Sweden,13,KoN Denmark,16,0,1,1,0,0,1
552,cobblestone,PiTER,16,Epiphany Bolt,11,1,1,0,0,0,0
553,train,PiTER,16,Epiphany Bolt,11,1,1,0,0,0,1
554,inferno,Winterfox,16,Enemy,8,1,0,0,0,0,0
555,inferno,Method,16,Winterfox,13,1,0,1,0,0,0
556,cache,CLG,6,compLexity,16,0,1,0,0,1,0
557,cobblestone,CLG,11,compLexity,16,0,0,1,0,1,0
558,train,compLexity,11,CLG,16,0,1,0,1,0,1
559,dust2,Method,16,Luminosity,5,1,1,1,1,0,0
560,mirage,Luminosity,16,FolloweSports.com,10,1,0,0,0,1,1
561,overpass,Enemy,2,Liquid,16,0,0,1,1,0,0
562,inferno,Enemy,7,Liquid,16,0,0,1,1,0,0
563,cache,Titan,16,SK,14,1,1,1,0,1,0
564,inferno,LDLC White,13,HellRaisers,16,0,0,0,0,0,0
565,cobblestone,HellRaisers,16,LDLC White,11,1,1,0,0,0,1
566,dust2,uX,16,Caseking,9,1,1,0,0,0,0
567,cache,Caseking,8,uX,16,0,0,1,0,0,0
568,cache,Epiphany Bolt,16,PiTER,14,1,0,1,0,0,0
569,mirage,TSM,20,fnatic,22,0,1,1,1,0,0
570,train,SK,16,PENTA,6,1,0,1,0,0,0
571,overpass,DenDD,12,Virtus.pro,16,0,1,1,1,0,0
572,mirage,Virtus.pro,16,DenDD,7,1,1,0,0,1,1
573,cache,No Problem!,6,KILLERFISH,16,0,1,1,0,0,0
574,cobblestone,No Problem!,13,KILLERFISH,16,0,0,1,0,0,0
575,overpass,NiP,11,Natus Vincere,16,0,0,1,0,1,0
576,mirage,PiTER,16,stfuNerd,6,1,0,0,0,0,1
577,train,PENTA,10,Virtus.pro,16,0,0,1,1,0,0
578,inferno,NiP,6,Natus Vincere,16,0,0,1,0,1,0
579,dust2,TSM,16,GreyFace,11,1,0,0,0,1,0
580,overpass,GreyFace,6,TSM,16,0,0,1,1,0,0
581,inferno,Vexed,11,E-frag.net,16,0,0,1,0,1,0
582,overpass,E-frag.net,16,Vexed,13,1,1,0,1,0,1
583,dust2,uX,16,private,3,1,1,0,0,0,0
584,inferno,private,2,uX,16,0,0,1,0,0,0
585,cobblestone,Epiphany Bolt,16,stfuNerd,13,1,1,0,0,0,0
586,dust2,Epiphany Bolt,16,stfuNerd,9,1,1,0,0,0,1
587,overpass,Conquest,16,Cloud9,6,1,1,0,0,1,0
588,mirage,ex-eLevate,16,Winterfox,13,1,0,0,0,0,0
589,cobblestone,Cloud9,16,3sUP,6,1,0,1,0,1,0
590,mirage,Winterfox,19,3sUP,16,1,0,0,0,0,0
591,cobblestone,compLexity,16,ex-eLevate,9,1,0,1,0,0,0
592,overpass,Winterfox,16,Luminosity,7,1,1,1,1,0,0
593,cobblestone,Liquid,16,Cloud9,12,1,1,1,0,1,1
594,mirage,PiTER,16,ESC,10,1,1,0,0,0,1
595,cobblestone,fnatic,16,HellRaisers,13,1,1,1,0,1,0
596,cobblestone,fnatic,16,PENTA,7,1,1,0,0,1,1
597,cache,NiP,16,G2,10,1,0,1,1,0,0
598,overpass,E-frag.net,16,Vexed,13,1,1,0,1,0,1
599,inferno,Vexed,5,E-frag.net,16,0,0,1,0,1,0
600,cache,Reaction,1,Publiclir.se,16,0,0,1,0,0,0
601,inferno,PENTA,3,Titan,16,0,0,1,1,0,0
602,overpass,TSM,5,Virtus.pro,16,0,1,1,0,1,1
603,mirage,dignitas,19,FlipSid3,17,1,0,1,1,0,0
604,inferno,dignitas,16,FlipSid3,7,1,1,0,1,0,1
605,dust2,stfuNerd,16,ESC,10,1,0,0,0,0,0
606,cache,stfuNerd,13,ESC,16,0,1,0,0,0,1
607,mirage,stfuNerd,19,ESC,16,1,0,1,0,0,0
608,train,fnatic,6,EnVyUs,16,0,1,0,0,1,1
609,cobblestone,NiP,16,mousesports,8,1,1,1,1,0,0
610,dust2,Titan,11,G2,16,0,1,0,0,1,0
611,overpass,Torpedo,14,ttc,16,0,1,0,0,0,0
612,dust2,Torpedo,16,ttc,13,1,0,1,0,0,0
613,train,ttc,16,Torpedo,12,1,0,1,0,0,0
614,cache,E-frag.net,16,Orgless,8,1,1,0,0,1,0
615,inferno,E-frag.net,16,Orgless,10,1,1,0,0,1,1
616,mirage,Epiphany Bolt,16,PiTER,5,1,1,1,0,0,1
617,train,PiTER,9,Epiphany Bolt,16,0,0,1,0,0,0
618,cobblestone,PiTER,22,Epiphany Bolt,19,1,0,1,0,0,0
619,train,Coastless,16,Winterfox,7,1,0,1,0,0,0
620,dust2,ex-eLevate,16,FolloweSports.com,5,1,0,0,0,0,0
621,train,ex-eLevate,16,FolloweSports.com,8,1,1,0,0,0,1
622,cobblestone,ex-eLevate,7,FolloweSports.com,16,0,1,0,0,0,1
623,overpass,Enemy,9,Conquest,16,0,0,1,1,0,0
624,inferno,Cloud9,6,Liquid,16,0,0,1,1,0,0
625,cobblestone,FolloweSports.com,8,Cloud9,16,0,1,0,1,0,0
626,cobblestone,Liquid,21,ex-eLevate,17,1,1,0,0,1,0
627,inferno,fnatic,16,G2,12,1,0,1,1,0,0
628,dust2,uPGaming.hellfive,8,Keyd Stars,16,0,0,1,0,0,0
629,train,Vexed,9,Planetkey,16,0,0,1,0,1,0
630,dust2,Vexed,8,Planetkey,16,0,0,1,0,1,0
631,mirage,No Problem!,20,London C,26,0,0,1,0,0,0
632,cache,HellRaisers,10,G2,16,0,0,0,1,0,0
633,dust2,Titan,16,EnVyUs,12,1,0,1,0,1,0
634,train,FTW,10,BulletsRage.Pro,16,0,0,0,0,0,0
635,mirage,PENTA,16,Infused,13,1,0,0,0,0,0
636,dust2,PENTA,16,Infused,12,1,1,0,0,0,1
637,inferno,private,16,Vination,5,1,0,0,0,0,0
638,train,private,16,Vination,13,1,1,0,0,0,1
639,mirage,stfuNerd,17,No Problem!,21,0,1,0,0,0,0
640,train,Natus Vincere,16,Titan,13,1,1,1,1,0,0
641,mirage,fnatic,16,HellRaisers,8,1,1,0,0,1,1
642,mirage,TSM,13,EnVyUs,16,0,0,0,0,1,1
643,train,KILLERFISH,18,CSGL,21,0,1,0,1,0,0
644,cobblestone,KILLERFISH,16,CSGL,7,1,0,1,1,0,0
645,cache,Reason,16,Epiphany Bolt,12,1,0,0,0,0,1
646,inferno,Reason,12,Epiphany Bolt,16,0,1,0,0,0,1
647,cobblestone,Epiphany Bolt,7,Reason,16,0,1,0,0,0,1
648,overpass,HellRaisers,11,Virtus.pro,16,0,0,1,1,0,0
649,cobblestone,TSM,16,PENTA,1,1,0,1,0,1,0
650,dust2,EnVyUs,14,NiP,16,0,1,1,1,0,0
651,mirage,Virtus.pro,11,TSM,16,0,1,1,1,0,1
652,mirage,dignitas,16,PENTA,11,1,1,0,0,1,0
653,train,Titan,16,fnatic,10,1,0,1,0,1,0
654,overpass,London C,16,No Problem!,13,1,1,1,0,0,1
655,mirage,No Problem!,2,London C,16,0,0,1,0,0,0
656,cache,London C,10,No Problem!,16,0,1,0,0,0,1
657,dust2,Seelachs,15,uX,19,0,0,1,0,0,0
658,mirage,Seelachs,16,uX,14,1,0,1,0,0,0
659,cache,Seelachs,7,uX,16,0,1,0,0,0,1
660,train,Enervate,12,HD4R,16,0,1,0,0,0,0
661,dust2,Enervate,9,HD4R,16,0,0,1,0,0,0
662,cache,HD4R,3,Enervate,16,0,1,0,0,0,1
663,cache,Cloud9,16,Winterfox,11,1,1,0,0,1,1
664,mirage,CLG,16,FolloweSports.com,14,1,1,0,0,1,0
665,inferno,k1ck,16,BulletsRage.Pro,12,1,0,1,0,0,0
666,inferno,FTW.Aca Prinfor,9,Keyd Stars,16,0,0,1,0,0,0
667,cache,dignitas,16,SK,8,1,1,1,0,1,0
668,inferno,nerdRage,12,stfuNerd,16,0,0,0,0,0,0
669,inferno,TSM,16,Titan,5,1,1,1,1,0,0
670,dust2,Titan,12,TSM,16,0,0,1,0,1,0
671,mirage,Platinium,8,LDLC Blue,16,0,0,1,0,0,0
672,dust2,Platinium,16,LDLC Blue,11,1,0,1,0,0,0
673,inferno,LDLC Blue,16,Platinium,6,1,0,1,0,0,0
674,cache,Virtus.pro,16,fnatic,19,0,0,0,1,0,0
675,overpass,Vexed,5,Natus Vincere,16,0,0,1,0,1,0
676,train,Natus Vincere,16,Vexed,2,1,1,0,1,0,1
677,inferno,London C,16,nerdRage,3,1,0,0,0,0,0
678,cache,London C,16,nerdRage,7,1,1,0,0,0,1
679,mirage,dignitas,16,HellRaisers,9,1,1,0,0,1,0
680,dust2,LDLC White,16,Pulse,4,1,0,0,0,0,0
681,cache,LDLC White,16,Pulse,4,1,1,0,0,0,1
682,cache,Reason,17,CSGL,21,0,1,0,1,0,0
683,cobblestone,CSGL,16,Reason,8,1,1,0,0,1,1
684,overpass,dignitas,5,Natus Vincere,16,0,1,1,0,1,0
685,dust2,SK,4,HellRaisers,16,0,0,0,0,0,1
686,mirage,stfuNerd,12,No Problem!,16,0,1,1,0,0,0
687,cobblestone,No Problem!,16,stfuNerd,7,1,1,0,0,0,1
688,cache,PiTER,9,fnatic,16,0,1,1,1,0,0
689,mirage,PiTER,7,fnatic,16,0,0,1,1,0,0
690,mirage,Pries,18,ACG,22,0,0,0,0,0,0
691,cache,Pries,2,ACG,16,0,0,1,0,0,0
692,inferno,Torqued,16,Enemy,13,1,0,0,0,0,0
693,overpass,Torqued,16,Enemy,8,1,1,0,0,0,1
694,mirage,3sUP,16,Method,13,1,0,1,0,0,0
695,cobblestone,Winterfox,14,Conquest,16,0,0,1,1,0,0
696,train,Tectonic,5,Enemy,16,0,0,0,0,0,0
697,overpass,Method,3,Conquest,16,0,0,1,1,0,0
698,mirage,Roca's compLexity,8,Tectonic,16,0,0,0,0,0,0
699,dust2,3sUP,1,FolloweSports.com,16,0,1,0,0,0,0
700,cache,Tectonic,16,Suck Brick Kids,6,1,1,0,0,0,0
701,mirage,Winterfox,16,compLexity,12,1,0,1,0,0,0
702,mirage,SetToDestroyX,13,Suck Brick Kids,16,0,0,0,0,0,0
703,mirage,WinOut.net,7,Roca's compLexity,16,0,0,0,0,0,0
704,dust2,compLexity,13,FolloweSports.com,16,0,0,1,0,0,1
705,inferno,Enemy,7,Torqued,16,0,1,1,0,0,0
706,cache,Enemy,16,Torqued,13,1,0,1,0,0,0
707,cobblestone,Enemy,2,Torqued,16,0,1,0,0,0,1
708,cache,Reap What You Sow,13,Roca's compLexity,16,0,0,1,0,0,0
709,mirage,TSM,16,dignitas,6,1,1,0,1,0,0
710,cobblestone,FlipSid3,16,CSGL,10,1,0,1,1,0,1
711,overpass,CSGL,11,FlipSid3,16,0,0,1,0,1,0
712,inferno,Tectonic,7,Enemy,16,0,1,0,0,0,0
713,cache,Enemy,16,Tectonic,13,1,1,0,0,0,1
714,cache,WinOut.net,13,Torqued,16,0,0,1,0,0,0
715,mirage,WinOut.net,4,Torqued,16,0,0,1,0,0,0
716,cobblestone,SetToDestroyX,16,Forbidden,12,1,0,0,0,0,0
717,train,fnatic,19,Virtus.pro,17,1,1,0,0,1,1
718,dust2,PENTA,7,KILLERFISH,16,0,0,1,0,0,0
719,cobblestone,KILLERFISH,16,PENTA,6,1,1,0,0,0,1
720,inferno,G2,16,Orgless,3,1,1,0,0,1,0
721,train,G2,16,Orgless,9,1,1,0,0,1,1
722,cobblestone,CLG Red,8,Suck Brick Kids,16,0,0,1,0,0,0
723,dust2,Reap What You Sow,16,Dynasty,10,1,0,0,0,0,0
724,cache,Reason,16,SK,7,1,0,0,0,0,0
725,cobblestone,SK,17,Reason,19,0,0,1,0,0,0
726,cache,TSM,19,Natus Vincere,16,1,1,1,1,0,0
727,cache,PENTA,16,Virtus.pro,8,1,0,0,1,0,0
728,inferno,Project Skyline,17,DSS,19,0,0,0,0,0,0
729,mirage,Project Skyline,5,DSS,16,0,0,1,0,0,0
730,cache,Eanix,5,Roca's compLexity,16,0,0,1,0,0,0
731,cobblestone,CLG Red,3,Torqued,16,0,0,1,0,0,0
732,dust2,Torqued,16,CLG Red,9,1,1,0,0,0,1
733,cobblestone,EnVyUs,16,dignitas,3,1,0,0,1,0,1
734,inferno,EnVyUs,16,dignitas,4,1,1,0,1,0,1
735,overpass,Reason,13,FlipSid3,16,0,1,1,1,0,0
736,cobblestone,FlipSid3,16,Reason,13,1,1,0,0,1,1
737,inferno,NiP,12,Virtus.pro,16,0,1,0,0,1,0
738,overpass,SetToDestroyX,13,WinOut.net,16,0,1,0,0,0,0
739,cobblestone,SetToDestroyX,25,WinOut.net,22,1,0,1,0,0,0
740,mirage,WinOut.net,16,SetToDestroyX,3,1,0,1,0,0,0
741,cache,CSGL,6,E-frag.net,16,0,0,1,0,1,0
742,mirage,CSGL,16,E-frag.net,13,1,0,1,0,1,0
743,cache,HellRaisers,16,TSM,8,1,1,1,1,0,0
744,mirage,HellRaisers,6,TSM,16,0,1,0,1,0,1
745,dust2,EnVyUs,16,Virtus.pro,5,1,1,1,1,0,0
746,cache,The Mooninites,20,Suck Brick Kids,22,0,0,1,0,0,0
747,overpass,PENTA,3,HellRaisers,16,0,1,0,0,0,1
748,mirage,Roca's compLexity,10,Tectonic,16,0,1,0,0,0,0
749,cobblestone,Roca's compLexity,16,Tectonic,14,1,0,1,0,0,0
750,cache,Tectonic,16,Roca's compLexity,6,1,0,1,0,0,0
751,train,Enemy,16,Dynasty,10,1,1,0,0,0,0
752,cache,Enemy,16,Dynasty,2,1,1,0,0,0,1
753,cache,Pugs not Drugs,7,Reap What You Sow,16,0,0,1,0,0,0
754,dust2,Enervate,16,Project Skyline,3,1,1,0,0,0,1
755,mirage,Enervate,16,Project Skyline,2,1,1,0,0,0,1
756,cache,Immunity,9,Renegades,16,0,0,0,1,0,0
757,cache,Animal Squad,21,fSociety,18,1,0,0,0,0,0
758,cobblestone,Chiefs,3,Exile5,16,0,0,0,0,0,0
759,cache,compLexity,25,FolloweSports.com,21,1,0,1,0,0,0
760,train,Winterfox,12,compLexity,16,0,1,1,0,0,1
761,train,Eanix,9,CLG Red,16,0,0,0,0,0,0
762,mirage,CLG Red,16,Eanix,14,1,1,0,0,0,1
763,mirage,Pugs not Drugs,7,WinOut.net,16,0,0,1,0,0,0
764,train,WinOut.net,16,Pugs not Drugs,10,1,1,0,0,0,1
765,dust2,Reap What You Sow,9,SetToDestroyX,16,0,1,0,0,0,0
766,cobblestone,SetToDestroyX,16,Reap What You Sow,3,1,1,0,0,0,1
767,train,3sUP,16,FolloweSports.com,10,1,0,0,0,0,0
768,cache,Roca's compLexity,16,The Mooninites,9,1,0,0,0,0,0
769,inferno,The Mooninites,7,Roca's compLexity,16,0,0,1,0,0,0
770,dust2,Method,7,Conquest,16,0,0,1,1,0,0
771,cobblestone,Dynasty,16,Forbidden,11,1,0,0,0,0,0
772,train,Forbidden,6,Dynasty,16,0,0,1,0,0,0
773,mirage,Forbidden,16,Dynasty,6,1,0,1,0,0,0
774,cobblestone,Suck Brick Kids,6,Tectonic,16,0,1,1,0,0,0
775,overpass,Tectonic,25,Suck Brick Kids,21,1,1,0,0,0,1
776,inferno,Conquest,16,Winterfox,13,1,1,0,0,1,1
777,train,Method,16,3sUP,1,1,0,1,0,0,0
778,train,NiP,16,PENTA,4,1,0,0,0,1,1
779,cobblestone,TMVG,8,RCTIC,16,0,0,1,0,0,0
780,dust2,TMVG,13,RCTIC,16,0,0,1,0,0,0
781,overpass,PENTA,16,EnVyUs,12,1,0,1,1,0,0
782,dust2,dignitas,8,NiP,16,0,0,1,0,1,0
783,cache,dignitas,8,EnVyUs,16,0,0,0,0,1,0
784,overpass,Recursive,16,JDWI,10,1,0,0,0,0,0
785,cache,JDWI,16,Recursive,13,1,0,1,0,0,0
786,mirage,JDWI,1,Recursive,16,0,1,0,0,0,1
787,cache,inchk1ng,11,TyLoo,16,0,0,1,0,0,0
788,inferno,PENTA,3,TSM,16,0,1,1,1,0,0
789,dust2,MVP.karnal,16,Penguin,8,1,0,0,0,0,0
790,mirage,Planetkey,16,EYES ON U,14,1,1,0,0,0,0
791,cache,EYES ON U,16,Planetkey,11,1,0,1,0,0,0
792,dust2,EYES ON U,5,Planetkey,16,0,1,0,0,0,1
793,overpass,KILLERFISH,16,PENTA,6,1,1,0,0,0,1
794,mirage,PENTA,16,KILLERFISH,9,1,0,1,0,0,0
795,dust2,TMVG,16,JDWI,9,1,0,0,0,0,0
796,inferno,TMVG,16,JDWI,4,1,1,0,0,0,1
797,overpass,MVP.karnal,2,TyLoo,16,0,1,1,0,0,0
798,mirage,inchk1ng,16,Penguin,4,1,0,0,0,0,0
799,overpass,RCTIC,16,Recursive,12,1,1,1,0,0,0
800,train,RCTIC,16,Recursive,10,1,1,0,0,0,1
801,overpass,KILLERFISH,16,EYES ON U,13,1,0,0,0,0,0
802,mirage,KILLERFISH,28,EYES ON U,24,1,1,0,0,0,1
803,cache,PENTA,16,Planetkey,12,1,1,1,0,0,0
804,dust2,PENTA,16,Planetkey,7,1,1,0,0,0,1
805,mirage,PENTA,12,Planetkey,16,0,1,0,0,0,1
806,cache,Animal Squad,11,Chiefs,16,0,1,0,0,0,0
807,cache,Exile5,8,Renegades,16,0,1,1,1,0,0
808,cache,Immunity,16,fSociety,9,1,0,0,0,0,0
809,cache,KoN Norway,3,KoN Finland,16,0,0,1,0,0,0
810,cache,KoN Sweden,14,KoN Norway,16,0,0,0,0,0,1
811,inferno,KoN Norway,16,KoN Denmark,14,1,1,1,0,0,0
812,mirage,PiTER,16,ACG,10,1,0,1,0,0,0
813,cobblestone,PiTER,16,ACG,14,1,1,0,0,0,1
814,cache,TheMongolz,16,TwistoFate,4,1,0,0,0,0,0
815,overpass,Epiphany Bolt,6,ESC,16,0,0,0,0,0,1
816,train,ESC,16,Epiphany Bolt,7,1,1,0,0,0,1
817,cache,Epiphany Bolt,16,ESC,14,1,0,1,0,0,0
818,mirage,Natus Vincere,14,Virtus.pro,16,0,0,0,0,1,0
819,inferno,Virtus.pro,16,Natus Vincere,14,1,1,0,1,0,1
820,train,Natus Vincere,13,Virtus.pro,16,0,0,1,0,1,0
821,cobblestone,Virtus.pro,9,Natus Vincere,16,0,1,0,1,0,1
822,dust2,m0nster,10,J2G,16,0,1,1,0,0,0
823,inferno,TheMongolz,16,m0nster,3,1,1,0,0,0,0
824,cache,J2G,12,TwistoFate,16,0,1,0,0,0,1
825,mirage,Exile5,10,fSociety,16,0,0,0,0,0,0
826,cobblestone,Renegades,16,Chiefs,5,1,1,1,0,1,0
827,mirage,Immunity,9,Animal Squad,16,0,1,0,0,0,0
828,mirage,Luminosity,16,Method,3,1,0,1,0,1,0
